Namespace(adam_beta1=0.9, adam_beta2=0.999, aggregation='mean', attention_probs_dropout_prob=0.5, attribute_size=638, batch_size=256, checkpoint_path='output/introduction/Finetune_sample-Beauty-0-BPR-max-100.pt', ckp=0, cuda_condition=True, data_dir='./data/', data_file='./data/Beauty.txt', data_name='Beauty', do_eval=False, epochs=200, gpu_id='1', hidden_act='gelu', hidden_dropout_prob=0.5, hidden_size=64, initializer_range=0.02, isfull=0, item2attribute=None, item_size=12103, log_file='output/introduction/Finetune_sample-Beauty-0-BPR-max-100.txt', log_freq=1, loss_type='BPR-max', lr=0.001, mask_id=12102, mask_prod=0.2, max_seq_length=50, model_name='Finetune_sample', no_cuda=False, num_attention_heads=2, num_hidden_layers=2, output_dir='output/introduction/', rank_act='softmax', sample_file='./data/Beauty_sample.txt', sample_num=100, seed=42, train_matrix=<22363x12103 sparse matrix of type '<class 'numpy.int64'>'
	with 176139 stored elements in Compressed Sparse Row format>, weight_decay=0.0)
{'epoch': 0, 'rec_avg_loss': '4.75890794', 'rec_cur_loss': '4.63532495', 'total training time': '3.0664', 'max mem': '285'}
{'epoch': 1, 'rec_avg_loss': '4.47243941', 'rec_cur_loss': '4.40851688', 'total training time': '6.1906', 'max mem': '285'}
{'epoch': 2, 'rec_avg_loss': '4.33316574', 'rec_cur_loss': '4.31698799', 'total training time': '9.1849', 'max mem': '285'}
{'epoch': 3, 'rec_avg_loss': '4.26204589', 'rec_cur_loss': '4.23419523', 'total training time': '12.0011', 'max mem': '285'}
{'epoch': 4, 'rec_avg_loss': '4.22910545', 'rec_cur_loss': '4.21484995', 'total training time': '15.3965', 'max mem': '285'}
{'epoch': 5, 'rec_avg_loss': '4.21060958', 'rec_cur_loss': '4.20704079', 'total training time': '18.4207', 'max mem': '285'}
{'epoch': 6, 'rec_avg_loss': '4.19800054', 'rec_cur_loss': '4.19388056', 'total training time': '21.7519', 'max mem': '285'}
{'epoch': 7, 'rec_avg_loss': '4.18814012', 'rec_cur_loss': '4.18677235', 'total training time': '24.8326', 'max mem': '285'}
{'epoch': 8, 'rec_avg_loss': '4.18147627', 'rec_cur_loss': '4.17811394', 'total training time': '27.9221', 'max mem': '285'}
{'epoch': 9, 'rec_avg_loss': '4.17629459', 'rec_cur_loss': '4.17423201', 'total training time': '30.7270', 'max mem': '285'}
{'epoch': 10, 'rec_avg_loss': '4.17245226', 'rec_cur_loss': '4.17270708', 'total training time': '34.0618', 'max mem': '285'}
{'epoch': 11, 'rec_avg_loss': '4.16959752', 'rec_cur_loss': '4.16986179', 'total training time': '37.0319', 'max mem': '285'}
{'epoch': 12, 'rec_avg_loss': '4.16735199', 'rec_cur_loss': '4.16806078', 'total training time': '40.3584', 'max mem': '285'}
{'epoch': 13, 'rec_avg_loss': '4.16815158', 'rec_cur_loss': '4.16755962', 'total training time': '43.6432', 'max mem': '285'}
{'epoch': 14, 'rec_avg_loss': '4.16505021', 'rec_cur_loss': '4.16413593', 'total training time': '46.9718', 'max mem': '285'}
{'epoch': 15, 'rec_avg_loss': '4.16400634', 'rec_cur_loss': '4.16371584', 'total training time': '50.1165', 'max mem': '285'}
{'epoch': 16, 'rec_avg_loss': '4.16339028', 'rec_cur_loss': '4.16265345', 'total training time': '53.0213', 'max mem': '285'}
{'epoch': 17, 'rec_avg_loss': '4.16319887', 'rec_cur_loss': '4.16485405', 'total training time': '55.9298', 'max mem': '285'}
{'epoch': 18, 'rec_avg_loss': '4.16266032', 'rec_cur_loss': '4.16234541', 'total training time': '59.3089', 'max mem': '285'}
{'epoch': 19, 'rec_avg_loss': '4.16219138', 'rec_cur_loss': '4.16169500', 'total training time': '62.2975', 'max mem': '285'}
{'epoch': 20, 'rec_avg_loss': '4.16186512', 'rec_cur_loss': '4.16256714', 'total training time': '65.5163', 'max mem': '285'}
{'epoch': 21, 'rec_avg_loss': '4.16171069', 'rec_cur_loss': '4.16176605', 'total training time': '68.2524', 'max mem': '285'}
{'epoch': 22, 'rec_avg_loss': '4.16146837', 'rec_cur_loss': '4.16131973', 'total training time': '71.7420', 'max mem': '285'}
{'epoch': 23, 'rec_avg_loss': '4.16131573', 'rec_cur_loss': '4.16090441', 'total training time': '74.7940', 'max mem': '285'}
{'epoch': 24, 'rec_avg_loss': '4.16110283', 'rec_cur_loss': '4.16101742', 'total training time': '77.8490', 'max mem': '285'}
{'epoch': 25, 'rec_avg_loss': '4.16094346', 'rec_cur_loss': '4.16038370', 'total training time': '80.8661', 'max mem': '285'}
{'epoch': 26, 'rec_avg_loss': '4.16074430', 'rec_cur_loss': '4.16026592', 'total training time': '83.9262', 'max mem': '285'}
{'epoch': 27, 'rec_avg_loss': '4.16061771', 'rec_cur_loss': '4.16051865', 'total training time': '86.9680', 'max mem': '285'}
{'epoch': 28, 'rec_avg_loss': '4.16063502', 'rec_cur_loss': '4.16073084', 'total training time': '90.0573', 'max mem': '285'}
{'epoch': 29, 'rec_avg_loss': '4.16130478', 'rec_cur_loss': '4.16177177', 'total training time': '93.1784', 'max mem': '285'}
{'epoch': 30, 'rec_avg_loss': '4.16088818', 'rec_cur_loss': '4.16019011', 'total training time': '96.0838', 'max mem': '285'}
{'epoch': 31, 'rec_avg_loss': '4.16033970', 'rec_cur_loss': '4.16029930', 'total training time': '99.3107', 'max mem': '285'}
{'epoch': 32, 'rec_avg_loss': '4.16022043', 'rec_cur_loss': '4.16019011', 'total training time': '102.0625', 'max mem': '285'}
{'epoch': 33, 'rec_avg_loss': '4.16018572', 'rec_cur_loss': '4.16005516', 'total training time': '105.0977', 'max mem': '285'}
