Namespace(adam_beta1=0.9, adam_beta2=0.999, aggregation='mean', attention_probs_dropout_prob=0.5, attribute_size=638, batch_size=256, checkpoint_path='output/introduction/Finetune_sample-Beauty-0-TOP1-10.pt', ckp=0, cuda_condition=True, data_dir='./data/', data_file='./data/Beauty.txt', data_name='Beauty', do_eval=False, epochs=200, gpu_id='1', hidden_act='gelu', hidden_dropout_prob=0.5, hidden_size=64, initializer_range=0.02, isfull=0, item2attribute=None, item_size=12103, log_file='output/introduction/Finetune_sample-Beauty-0-TOP1-10.txt', log_freq=1, loss_type='TOP1', lr=0.001, mask_id=12102, mask_prod=0.2, max_seq_length=50, model_name='Finetune_sample', no_cuda=False, num_attention_heads=2, num_hidden_layers=2, output_dir='output/introduction/', rank_act='softmax', sample_file='./data/Beauty_sample.txt', sample_num=10, seed=42, train_matrix=<22363x12103 sparse matrix of type '<class 'numpy.int64'>'
	with 176139 stored elements in Compressed Sparse Row format>, weight_decay=0.0)
{'epoch': 0, 'rec_avg_loss': '0.48807171', 'rec_cur_loss': '0.43245393', 'total training time': '2.9844', 'max mem': '285'}
{'epoch': 1, 'rec_avg_loss': '0.33722458', 'rec_cur_loss': '0.28724799', 'total training time': '5.9549', 'max mem': '285'}
{'epoch': 2, 'rec_avg_loss': '0.19957424', 'rec_cur_loss': '0.19947922', 'total training time': '8.8289', 'max mem': '285'}
{'epoch': 3, 'rec_avg_loss': '0.13758822', 'rec_cur_loss': '0.15552640', 'total training time': '12.1574', 'max mem': '285'}
{'epoch': 4, 'rec_avg_loss': '0.11284828', 'rec_cur_loss': '0.11227694', 'total training time': '15.0247', 'max mem': '285'}
{'epoch': 5, 'rec_avg_loss': '0.10240166', 'rec_cur_loss': '0.11216970', 'total training time': '18.1033', 'max mem': '285'}
{'epoch': 6, 'rec_avg_loss': '0.09836021', 'rec_cur_loss': '0.08866096', 'total training time': '20.9275', 'max mem': '285'}
{'epoch': 7, 'rec_avg_loss': '0.09590509', 'rec_cur_loss': '0.10350354', 'total training time': '24.1688', 'max mem': '285'}
{'epoch': 8, 'rec_avg_loss': '0.09476258', 'rec_cur_loss': '0.10183094', 'total training time': '27.1155', 'max mem': '285'}
{'epoch': 9, 'rec_avg_loss': '0.09313053', 'rec_cur_loss': '0.09829748', 'total training time': '30.0907', 'max mem': '285'}
{'epoch': 10, 'rec_avg_loss': '0.09236331', 'rec_cur_loss': '0.09465425', 'total training time': '33.2073', 'max mem': '285'}
{'epoch': 11, 'rec_avg_loss': '0.09169489', 'rec_cur_loss': '0.08642814', 'total training time': '36.1154', 'max mem': '285'}
{'epoch': 12, 'rec_avg_loss': '0.09164404', 'rec_cur_loss': '0.09392639', 'total training time': '39.3228', 'max mem': '285'}
{'epoch': 13, 'rec_avg_loss': '0.09058138', 'rec_cur_loss': '0.08406796', 'total training time': '42.5319', 'max mem': '285'}
{'epoch': 14, 'rec_avg_loss': '0.09010321', 'rec_cur_loss': '0.09753993', 'total training time': '45.7964', 'max mem': '285'}
{'epoch': 15, 'rec_avg_loss': '0.09014854', 'rec_cur_loss': '0.10454416', 'total training time': '49.0836', 'max mem': '285'}
{'epoch': 16, 'rec_avg_loss': '0.08864640', 'rec_cur_loss': '0.08039673', 'total training time': '52.2663', 'max mem': '285'}
{'epoch': 17, 'rec_avg_loss': '0.08775631', 'rec_cur_loss': '0.10018554', 'total training time': '55.0536', 'max mem': '285'}
{'epoch': 18, 'rec_avg_loss': '0.08790128', 'rec_cur_loss': '0.10782011', 'total training time': '58.1962', 'max mem': '285'}
{'epoch': 19, 'rec_avg_loss': '0.08808055', 'rec_cur_loss': '0.09069204', 'total training time': '61.3221', 'max mem': '285'}
{'epoch': 20, 'rec_avg_loss': '0.08761960', 'rec_cur_loss': '0.10361958', 'total training time': '64.1070', 'max mem': '285'}
{'epoch': 21, 'rec_avg_loss': '0.08668125', 'rec_cur_loss': '0.08219904', 'total training time': '67.1025', 'max mem': '285'}
{'epoch': 22, 'rec_avg_loss': '0.08677565', 'rec_cur_loss': '0.10107622', 'total training time': '69.9766', 'max mem': '285'}
{'epoch': 23, 'rec_avg_loss': '0.08605804', 'rec_cur_loss': '0.09445302', 'total training time': '73.0740', 'max mem': '285'}
{'epoch': 24, 'rec_avg_loss': '0.08643431', 'rec_cur_loss': '0.08789098', 'total training time': '75.8770', 'max mem': '285'}
{'epoch': 25, 'rec_avg_loss': '0.08523128', 'rec_cur_loss': '0.09806678', 'total training time': '78.8317', 'max mem': '285'}
{'epoch': 26, 'rec_avg_loss': '0.08633959', 'rec_cur_loss': '0.08942783', 'total training time': '81.6947', 'max mem': '285'}
{'epoch': 27, 'rec_avg_loss': '0.08541680', 'rec_cur_loss': '0.10036732', 'total training time': '84.4854', 'max mem': '285'}
{'epoch': 28, 'rec_avg_loss': '0.08520098', 'rec_cur_loss': '0.08279569', 'total training time': '87.5837', 'max mem': '285'}
{'epoch': 29, 'rec_avg_loss': '0.08560445', 'rec_cur_loss': '0.09698625', 'total training time': '90.3921', 'max mem': '285'}
{'epoch': 30, 'rec_avg_loss': '0.08459313', 'rec_cur_loss': '0.09970010', 'total training time': '93.5055', 'max mem': '285'}
{'epoch': 31, 'rec_avg_loss': '0.08366826', 'rec_cur_loss': '0.09648968', 'total training time': '96.3906', 'max mem': '285'}
{'epoch': 32, 'rec_avg_loss': '0.08548587', 'rec_cur_loss': '0.08652806', 'total training time': '99.3926', 'max mem': '285'}
{'epoch': 33, 'rec_avg_loss': '0.08404988', 'rec_cur_loss': '0.08300181', 'total training time': '102.3217', 'max mem': '285'}
{'epoch': 34, 'rec_avg_loss': '0.08456936', 'rec_cur_loss': '0.09695991', 'total training time': '105.2603', 'max mem': '285'}
{'epoch': 35, 'rec_avg_loss': '0.08329690', 'rec_cur_loss': '0.09060928', 'total training time': '108.2132', 'max mem': '285'}
{'epoch': 36, 'rec_avg_loss': '0.08434177', 'rec_cur_loss': '0.09511662', 'total training time': '111.0982', 'max mem': '285'}
{'epoch': 37, 'rec_avg_loss': '0.08341289', 'rec_cur_loss': '0.10417163', 'total training time': '114.1890', 'max mem': '285'}
{'epoch': 38, 'rec_avg_loss': '0.08383023', 'rec_cur_loss': '0.09631083', 'total training time': '117.1153', 'max mem': '285'}
{'epoch': 39, 'rec_avg_loss': '0.08336616', 'rec_cur_loss': '0.08323625', 'total training time': '120.2452', 'max mem': '285'}
{'epoch': 40, 'rec_avg_loss': '0.08338492', 'rec_cur_loss': '0.08092572', 'total training time': '123.0764', 'max mem': '285'}
{'epoch': 41, 'rec_avg_loss': '0.08265902', 'rec_cur_loss': '0.08258229', 'total training time': '126.0533', 'max mem': '285'}
{'epoch': 42, 'rec_avg_loss': '0.08183741', 'rec_cur_loss': '0.08799069', 'total training time': '129.1616', 'max mem': '285'}
{'epoch': 43, 'rec_avg_loss': '0.08271827', 'rec_cur_loss': '0.09093505', 'total training time': '132.0549', 'max mem': '285'}
{'epoch': 44, 'rec_avg_loss': '0.08197567', 'rec_cur_loss': '0.07306667', 'total training time': '135.2670', 'max mem': '285'}
{'epoch': 45, 'rec_avg_loss': '0.08209800', 'rec_cur_loss': '0.07978238', 'total training time': '138.1367', 'max mem': '285'}
{'epoch': 46, 'rec_avg_loss': '0.08259652', 'rec_cur_loss': '0.10543914', 'total training time': '141.3412', 'max mem': '285'}
{'epoch': 47, 'rec_avg_loss': '0.08225157', 'rec_cur_loss': '0.08151120', 'total training time': '144.1939', 'max mem': '285'}
{'epoch': 48, 'rec_avg_loss': '0.08070378', 'rec_cur_loss': '0.08676176', 'total training time': '147.3692', 'max mem': '285'}
{'epoch': 49, 'rec_avg_loss': '0.08063798', 'rec_cur_loss': '0.08546861', 'total training time': '150.4222', 'max mem': '285'}
{'epoch': 50, 'rec_avg_loss': '0.08056998', 'rec_cur_loss': '0.08261594', 'total training time': '153.4313', 'max mem': '285'}
{'epoch': 51, 'rec_avg_loss': '0.08018846', 'rec_cur_loss': '0.08208597', 'total training time': '156.2033', 'max mem': '285'}
{'epoch': 52, 'rec_avg_loss': '0.08060555', 'rec_cur_loss': '0.07427385', 'total training time': '159.1963', 'max mem': '285'}
{'epoch': 53, 'rec_avg_loss': '0.08102499', 'rec_cur_loss': '0.08273810', 'total training time': '162.2537', 'max mem': '285'}
{'epoch': 54, 'rec_avg_loss': '0.08066232', 'rec_cur_loss': '0.08703638', 'total training time': '165.4040', 'max mem': '285'}
{'epoch': 55, 'rec_avg_loss': '0.08026150', 'rec_cur_loss': '0.08155914', 'total training time': '168.7112', 'max mem': '285'}
{'epoch': 56, 'rec_avg_loss': '0.08024559', 'rec_cur_loss': '0.09842816', 'total training time': '171.5344', 'max mem': '285'}
{'epoch': 57, 'rec_avg_loss': '0.07944946', 'rec_cur_loss': '0.08171618', 'total training time': '174.6204', 'max mem': '285'}
{'epoch': 58, 'rec_avg_loss': '0.07993872', 'rec_cur_loss': '0.09364352', 'total training time': '177.3377', 'max mem': '285'}
{'epoch': 59, 'rec_avg_loss': '0.07936178', 'rec_cur_loss': '0.09037217', 'total training time': '180.6328', 'max mem': '285'}
{'epoch': 60, 'rec_avg_loss': '0.07996699', 'rec_cur_loss': '0.08713875', 'total training time': '183.6417', 'max mem': '285'}
{'epoch': 61, 'rec_avg_loss': '0.07980997', 'rec_cur_loss': '0.07683499', 'total training time': '186.4169', 'max mem': '285'}
{'epoch': 62, 'rec_avg_loss': '0.07974613', 'rec_cur_loss': '0.08703287', 'total training time': '189.6331', 'max mem': '285'}
{'epoch': 63, 'rec_avg_loss': '0.07903969', 'rec_cur_loss': '0.08592626', 'total training time': '192.6119', 'max mem': '285'}
{'epoch': 64, 'rec_avg_loss': '0.07955804', 'rec_cur_loss': '0.09056655', 'total training time': '195.6010', 'max mem': '285'}
{'epoch': 65, 'rec_avg_loss': '0.07861091', 'rec_cur_loss': '0.07249753', 'total training time': '198.8771', 'max mem': '285'}
{'epoch': 66, 'rec_avg_loss': '0.07944813', 'rec_cur_loss': '0.08556985', 'total training time': '201.6687', 'max mem': '285'}
{'epoch': 67, 'rec_avg_loss': '0.07971209', 'rec_cur_loss': '0.07929552', 'total training time': '204.5797', 'max mem': '285'}
{'epoch': 68, 'rec_avg_loss': '0.07880462', 'rec_cur_loss': '0.08577557', 'total training time': '207.7713', 'max mem': '285'}
{'epoch': 69, 'rec_avg_loss': '0.07825769', 'rec_cur_loss': '0.08277860', 'total training time': '210.5943', 'max mem': '285'}
